# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 27 22:19:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_year = 2019)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-125 c,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,9.15059000000,0.00070000000,-0.00082000000,0,0.0814000000,0.0013000000,-0.0013000000,0,2.75900000,0.10000000,-0.10000000,0,0.24614149,0.00892140,-0.00892140,0,6.63000000,0.99000000,-0.99000000,0,0.02086021,0.00311487,-0.00311487,0,Mass,0.066000,0.070000,-0.047000,0,77.5900,3.3100,-3.3100,0,827.80,8.60,-8.60,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,39.00,-39.00,0,0.848000,0.011000,-0.011000,0,0.859000,0.044000,-0.038000,0,-0.0200,0.0300,-0.0300,0,[Fe/H],4.516000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.05900000,0.44400000,-0.44000000,11.0230000,0.0080000,-0.0080000,8.9950000,0.0210000,-0.0210000,10.7180000,0.0004110,-0.0004110,2020-02-06,2020-03,2020-02-13
TOI-125 c,TOI-125,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,9.15454500000,0.00004700000,-0.00004700000,0,,,,,,,,,,,,,,,,,,,,,,0.066000,0.070000,-0.047000,0,,,,,,,,,0,<a refstr=QUINN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..177Q/abstract target=ref>Quinn et al. 2019</a>,K0 V,5282.00,67.00,-75.00,0,0.852000,0.017000,-0.016000,0,0.871000,0.046000,-0.040000,0,0.0690,0.0830,-0.0810,0,[Fe/H],4.518000,0.027000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.05900000,0.44400000,-0.44000000,11.0230000,0.0080000,-0.0080000,8.9950000,0.0210000,-0.0210000,10.7180000,0.0004110,-0.0004110,2024-03-04,2023-03,2024-03-04
TOI-125 c,TOI-125,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.15494180000,0.00002490000,-0.00002490000,0,,,,,2.62011000,0.18337300,-0.18337300,0,0.23375096,0.01635947,-0.01635947,0,,,,,,,,,,,,,,42.2592,,,0,710.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5154.00,182.00,-182.00,0,0.850000,0.050000,-0.050000,0,,,,,,,,,,4.470720,0.285010,-0.285010,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.05900000,0.44400000,-0.44000000,11.0230000,0.0080000,-0.0080000,8.9950000,0.0210000,-0.0210000,10.7180000,0.0004110,-0.0004110,2024-10-14,2017-07,2024-10-14
TOI-125 c,TOI-125,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=QUINN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..177Q/abstract target=ref>Quinn et al. 2019</a>,9.15067000000,0.00062000000,-0.00069000000,0,0.0818000000,0.0014000000,-0.0013000000,0,2.79000000,0.10000000,-0.10000000,0,0.24890713,0.00892140,-0.00892140,0,,,,,,,,,,0.065000,0.067000,-0.046000,0,75.3900,4.1100,-4.0400,0,821.00,11.00,-11.00,0,0,<a refstr=QUINN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..177Q/abstract target=ref>Quinn et al. 2019</a>,K0 V,5282.00,67.00,-75.00,0,0.852000,0.017000,-0.016000,0,0.871000,0.046000,-0.040000,0,0.0690,0.0830,-0.0810,0,[Fe/H],4.518000,0.027000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.05900000,0.44400000,-0.44000000,11.0230000,0.0080000,-0.0080000,8.9950000,0.0210000,-0.0210000,10.7180000,0.0004110,-0.0004110,2020-02-06,2019-11,2019-11-07
TOI-150.01,TOI-150,0,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,5.85742040000,0.00000330000,-0.00000330000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CA_NTILDE_AS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...877L..29C/abstract target=ref>Ca&ntilde;as et al. 2019</a>,,6003.00,104.00,-98.00,0,1.551000,0.024000,-0.025000,0,1.249000,0.069000,-0.115000,0,0.2350,0.0830,-0.0840,0,[Fe/H],4.152000,0.030000,-0.043000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m51.70s,112.9654210,-73d36m21.73s,-73.6060358,336.26700000,1.92700000,-1.90500000,11.3900000,0.0150000,-0.0150000,9.9400000,0.0190000,-0.0190000,11.3408000,0.0003160,-0.0003160,2024-03-04,2023-03,2024-03-04
TOI-150.01,TOI-150,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,5.85748700000,0.00008900000,-0.00009700000,0,0.0703700000,0.0008700000,-0.0008800000,0,14.06729500,0.23538900,-0.21297100,0,1.25500000,0.02100000,-0.01900000,0,797.75330000,38.13960000,-38.13960000,0,2.51000000,0.12000000,-0.12000000,0,Mass,0.262000,0.045000,-0.037000,0,,,,,1404.50,7.10,-6.50,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6255.00,90.00,-90.00,0,1.526000,0.012000,-0.012000,0,1.351000,0.038000,-0.026000,0,0.2800,0.0360,-0.0360,0,[Fe/H],4.130000,0.009000,-0.009000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m51.70s,112.9654210,-73d36m21.73s,-73.6060358,336.26700000,1.92700000,-1.90500000,11.3900000,0.0150000,-0.0150000,9.9400000,0.0190000,-0.0190000,11.3408000,0.0003160,-0.0003160,2019-11-01,2019-11,2019-11-07
TOI-150.01,TOI-150,0,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...877L..29C/abstract target=ref>Ca&ntilde;as et al. 2019</a>,5.85734200000,0.00006500000,-0.00006600000,0,0.0583000000,0.0013000000,-0.0018000000,0,15.46842000,0.44836000,-0.44836000,0,1.38000000,0.04000000,-0.04000000,0,556.20250000,44.49620000,-54.03110000,0,1.75000000,0.14000000,-0.17000000,0,Mass,0.000000,,,0,,,,,1493.00,29.00,-32.00,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...877L..29C/abstract target=ref>Ca&ntilde;as et al. 2019</a>,,6003.00,104.00,-98.00,0,1.551000,0.024000,-0.025000,0,1.249000,0.069000,-0.115000,0,0.2350,0.0830,-0.0840,0,[Fe/H],4.152000,0.030000,-0.043000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m51.70s,112.9654210,-73d36m21.73s,-73.6060358,336.26700000,1.92700000,-1.90500000,11.3900000,0.0150000,-0.0150000,9.9400000,0.0190000,-0.0190000,11.3408000,0.0003160,-0.0003160,2019-11-01,2019-06,2019-06-13
TOI-150.01,TOI-150,0,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.85740753760,0.00000309407,-0.00000309407,0,,,,,13.88927615,0.61632216,-0.61632216,0,1.23912036,0.05498467,-0.05498467,0,,,,,,,,,,,,,,750.9220,,,0,1335.11,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5982.90,108.80,-108.80,0,1.679870,0.074126,-0.074126,0,,,,,,,,,,4.030000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m51.70s,112.9654210,-73d36m21.73s,-73.6060358,336.26700000,1.92700000,-1.90500000,11.3900000,0.0150000,-0.0150000,9.9400000,0.0190000,-0.0190000,11.3408000,0.0003160,-0.0003160,2023-10-09,2017-07,2023-10-09
TOI-163 b,TOI-163,0,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,4.23111440000,0.00000150000,-0.00000150000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6495.00,90.00,-90.00,0,1.648000,0.023000,-0.025000,0,1.435200,0.029000,-0.028000,0,0.2200,0.0410,-0.0410,0,[Fe/H],4.187000,0.011000,-0.011000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h19m04.38s,79.7682532,-71d53m43.90s,-71.8955269,411.71900000,8.16300000,-7.85700000,11.4670000,0.0140000,-0.0140000,10.1240000,0.0230000,-0.0230000,11.2193000,0.0005270,-0.0005270,2024-03-04,2023-03,2024-03-04
TOI-163 b,TOI-163,0,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.23111726216,0.00000063453,-0.00000063453,0,,,,,14.62607111,0.68786657,-0.68786657,0,1.30485291,0.06136745,-0.06136745,0,,,,,,,,,,,,,,1489.1126,,,0,1584.35,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6671.00,130.60,-130.60,0,1.664020,0.078105,-0.078105,0,,,,,,,,,,4.140000,0.090000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h19m04.38s,79.7682532,-71d53m43.90s,-71.8955269,411.71900000,8.16300000,-7.85700000,11.4670000,0.0140000,-0.0140000,10.1240000,0.0230000,-0.0230000,11.2193000,0.0005270,-0.0005270,2024-02-16,2017-07,2024-02-16
TOI-163 b,TOI-163,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,4.23130600000,0.00006300000,-0.00005700000,0,0.0580000000,0.0014000000,-0.0014000000,0,16.69020100,0.38110600,-0.38110600,0,1.48900000,0.03400000,-0.03400000,0,387.75260000,38.13960000,-38.13960000,0,1.22000000,0.12000000,-0.12000000,0,Mass,0.000000,,,0,,,,,1669.00,16.00,-14.00,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6495.00,90.00,-90.00,0,1.648000,0.023000,-0.025000,0,1.435200,0.029000,-0.028000,0,0.2200,0.0410,-0.0410,0,[Fe/H],4.187000,0.011000,-0.011000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h19m04.38s,79.7682532,-71d53m43.90s,-71.8955269,411.71900000,8.16300000,-7.85700000,11.4670000,0.0140000,-0.0140000,10.1240000,0.0230000,-0.0230000,11.2193000,0.0005270,-0.0005270,2019-11-01,2019-11,2019-11-07
TOI-172 b,TOI-172,0,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,9.47693600000,0.00002600000,-0.00002600000,0,,,,,,,,,,,,,,,,,,,,,,0.380600,0.009300,-0.009000,0,,,,,,,,,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,,5645.00,50.00,-50.00,0,1.777000,0.047000,-0.044000,0,1.128000,0.065000,-0.061000,0,0.1480,0.0790,-0.0800,0,[Fe/H],3.993000,0.027000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m31.65s,316.6318791,-26d41m34.32s,-26.6928654,342.83100000,7.37100000,-7.07100000,11.2990000,0.0200000,-0.0200000,9.7220000,0.0210000,-0.0210000,11.1927000,0.0006230,-0.0006230,2024-03-04,2023-03,2024-03-04
TOI-172 b,TOI-172,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,9.47725000000,0.00064000000,-0.00079000000,0,0.0914000000,0.0017000000,-0.0017000000,0,10.81668500,0.35868800,-0.32506100,0,0.96500000,0.03200000,-0.02900000,0,1722.63860000,69.92260000,-63.56600000,0,5.42000000,0.22000000,-0.20000000,0,Mass,0.380600,0.009300,-0.009000,0,299.0000,19.0000,-16.0000,0,1198.00,18.00,-17.00,0,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,,5645.00,50.00,-50.00,0,1.777000,0.047000,-0.044000,0,1.128000,0.065000,-0.061000,0,0.1480,0.0790,-0.0800,0,[Fe/H],3.993000,0.027000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m31.65s,316.6318791,-26d41m34.32s,-26.6928654,342.83100000,7.37100000,-7.07100000,11.2990000,0.0200000,-0.0200000,9.7220000,0.0210000,-0.0210000,11.1927000,0.0006230,-0.0006230,2019-03-29,2019-05,2019-03-28
TOI-172 b,TOI-172,0,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.47686000000,0.00004000000,-0.00004000000,0,,,,,9.80856000,0.54867000,-0.54867000,0,0.87506262,0.04894914,-0.04894914,0,,,,,,,,,,,,,,161.9690,,,0,993.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5801.80,235.60,-235.60,0,1.790000,0.090000,-0.090000,0,,,,,,,,,,4.320000,2.000000,-2.000000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m31.65s,316.6318791,-26d41m34.32s,-26.6928654,342.83100000,7.37100000,-7.07100000,11.2990000,0.0200000,-0.0200000,9.7220000,0.0210000,-0.0210000,11.1927000,0.0006230,-0.0006230,2022-11-01,2017-07,2022-11-01
TOI-216.01,TOI-216,0,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,34.50593183130,0.00000923839,-0.00000923839,0,,,,,10.46251622,0.68559420,-0.68559420,0,0.93340478,0.06116472,-0.06116472,0,,,,,,,,,,,,,,9.5815,,,0,448.72,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5025.77,125.00,-125.00,0,0.801736,0.052186,-0.052186,0,,,,,,,,,,4.663480,0.200000,-0.200000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.94500000,0.88300000,-0.87500000,12.3240000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,12.1631000,0.0005830,-0.0005830,2024-09-16,2017-07,2024-09-16
TOI-216.01,TOI-216,0,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,34.50730000000,0.00420000000,-0.00420000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,,5026.00,125.00,-125.00,0,0.838000,0.043000,-0.030000,0,0.874000,0.035000,-0.034000,0,0.3200,0.1000,-0.1000,0,[M/H],4.660000,0.200000,-0.200000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.94500000,0.88300000,-0.87500000,12.3240000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,12.1631000,0.0005830,-0.0005830,2024-03-04,2023-03,2024-03-04
